CustomerID,Count,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason
0177-PXBAT,1,United States,California,Desert Center,92239,"33.889605, -115.257009",33.88960647583008,-115.25701141357422,Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,No,0,59,5655,
0178-CIIKR,1,United States,California,Crows Landing,95313,"37.435664, -121.049056",37.435665130615234,-121.04905700683594,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.0,No,0,74,5949,
0178-SZBHO,1,United States,California,Tuolumne,95379,"37.939768, -120.188002",37.93976974487305,-120.18800354003906,Male,No,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.2,4017.45,No,0,76,3760,
0181-RITDD,1,United States,California,San Diego,92120,"32.807867, -117.060993",32.807865142822266,-117.06098937988281,Male,No,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,No,0,43,5298,
0186-CAERR,1,United States,California,Auburn,95603,"38.912881, -121.082766",38.912879943847656,-121.082763671875,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.3,8309.55,No,0,59,4644,
0187-QSXOE,1,United States,California,Fresno,93725,"36.623632, -119.741322",36.62363052368164,-119.74132537841797,Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.0,605.45,No,0,36,5711,
0187-WZNAB,1,United States,California,Del Rey,93616,"36.657462, -119.595293",36.65746307373047,-119.59529113769531,Female,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.4,1972.35,No,0,57,4331,
0188-GWFLE,1,United States,California,Redwood City,94065,"37.527497, -122.230941",37.527496337890625,-122.23094177246094,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,33.7,No,0,59,4978,
0191-EQUUH,1,United States,California,Landers,92285,"34.341737, -116.539416",34.34173583984375,-116.53941345214844,Female,No,No,Yes,25,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),35.05,844.45,No,0,69,2754,
0191-ZHSKZ,1,United States,California,Hawthorne,90250,"33.914775, -118.348083",33.91477584838867,-118.34808349609375,Male,Yes,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,No,0,55,3033,
0193-ESZXP,1,United States,California,Oceano,93445,"35.059695, -120.604741",35.059696197509766,-120.60474395751953,Female,Yes,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.5,6205.5,Yes,1,100,5067,Attitude of support person
0195-IESCP,1,United States,California,Armona,93202,"36.315979, -119.710852",36.31597900390625,-119.71085357666016,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,Yes,1,75,3573,Competitor offered more data
0196-JTUQI,1,United States,California,Clarksburg,95612,"38.384648, -121.578701",38.384647369384766,-121.57869720458984,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,633.85,No,0,68,5841,
0196-VULGZ,1,United States,California,Irvine,92620,"33.716136, -117.752574",33.71613693237305,-117.75257110595703,Female,Yes,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.35,474.9,Yes,1,77,5721,Deceased
0197-PNKNK,1,United States,California,Scotts Valley,95066,"37.070177, -122.010077",37.07017517089844,-122.01007843017578,Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),84.45,5848.6,No,0,49,5629,
0201-MIBOL,1,United States,California,Salida,95368,"37.713152, -121.08739",37.71315383911133,-121.08738708496094,Female,Yes,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.4,6471.85,No,0,69,4861,
0201-OAMXR,1,United States,California,Mckinleyville,95519,"40.965011, -124.015255",40.96501159667969,-124.0152587890625,Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,8127.6,Yes,1,87,4838,Network reliability
0203-HHYIJ,1,United States,California,Atherton,94027,"37.454924, -122.203168",37.454925537109375,-122.20317077636719,Male,No,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.3,676.35,Yes,1,79,3779,Lack of affordable download/upload speed
0206-OYVOC,1,United States,California,Huntington Beach,92649,"33.721917, -118.043237",33.72191619873047,-118.0432357788086,Female,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.25,864.2,No,0,77,5596,
0206-TBWLC,1,United States,California,Calimesa,92320,"33.982787, -117.057627",33.9827880859375,-117.05762481689453,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,No,0,67,4488,
0207-MDKNV,1,United States,California,Daly City,94014,"37.691561, -122.445202",37.69156265258789,-122.44520568847656,Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75,Yes,1,84,2122,Competitor made better offer
0208-BPQEJ,1,United States,California,Middletown,95461,"38.787446, -122.58675",38.787445068359375,-122.58674621582031,Female,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,198.1,No,0,29,3713,
0212-ISBBF,1,United States,California,Berkeley,94705,"37.858898, -122.240512",37.8588981628418,-122.24050903320312,Female,No,No,No,22,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,1098.85,No,0,73,2875,
0214-JHPFW,1,United States,California,Lost Hills,93249,"35.637715, -119.893068",35.63771438598633,-119.89306640625,Female,No,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,No,0,42,5640,
0215-BQKGS,1,United States,California,Garden Grove,92844,"33.766476, -117.969795",33.766475677490234,-117.96979522705078,Male,No,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,No,0,66,5393,
0218-QNVAS,1,United States,California,Indio,92203,"33.752938, -116.230055",33.75293731689453,-116.23005676269531,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),100.55,7113.75,No,0,37,5876,
0219-QAERP,1,United States,California,Oxnard,93033,"34.156629, -119.117218",34.1566276550293,-119.11721801757812,Male,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,No,0,74,4006,
0219-YTZUE,1,United States,California,San Diego,92103,"32.747484, -117.166877",32.74748229980469,-117.16687774658203,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes,1,73,4939,Don't know
0220-EBGCE,1,United States,California,Fort Jones,96032,"41.5837, -122.935922",41.58369827270508,-122.93592071533203,Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,Yes,1,67,3273,Competitor offered more data
0221-NAUXK,1,United States,California,Moreno Valley,92553,"33.923149, -117.244933",33.92314910888672,-117.24493408203125,Male,No,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.95,219.5,No,0,48,3044,
0221-WMXNQ,1,United States,California,Chino,91710,"33.990646, -117.663025",33.99064636230469,-117.66302490234375,Male,Yes,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,No,0,40,4033,
0222-CNVPT,1,United States,California,Sacramento,95820,"38.53508, -121.444144",38.53507995605469,-121.44414520263672,Male,Yes,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,No,0,67,4865,
0224-HJAPT,1,United States,California,San Diego,92104,"32.741499, -117.127409",32.74150085449219,-117.12741088867188,Male,No,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,Yes,1,82,2857,Competitor offered higher download speeds
0224-NIJLP,1,United States,California,Turlock,95380,"37.474396, -120.875917",37.474395751953125,-120.87591552734375,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,165.5,No,0,32,3899,
0224-RLWWD,1,United States,California,Calexico,92231,"32.690654, -115.431225",32.69065475463867,-115.43122863769531,Female,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,No,0,44,3805,
0225-ZORZP,1,United States,California,Groveland,95321,"37.902968, -119.667544",37.90296936035156,-119.66754150390625,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,No,0,43,5828,
0228-MAUWC,1,United States,California,Los Gatos,95033,"37.160194, -121.945611",37.160194396972656,-121.94561004638672,Male,No,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,No,0,39,3949,
0229-LFJAF,1,United States,California,Clovis,93611,"36.917652, -119.593757",36.91765213012695,-119.59375762939453,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,No,0,32,4262,
0230-UBYPQ,1,United States,California,Hyampom,96046,"40.648024, -123.465088",40.64802551269531,-123.465087890625,Male,Yes,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,No,0,48,5089,
0230-WEQUW,1,United States,California,Woodland Hills,91364,"34.153733, -118.593408",34.15373229980469,-118.5934066772461,Male,No,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,0,77,5500,
0231-LXVAP,1,United States,California,Tipton,93272,"36.047414, -119.344304",36.04741287231445,-119.34430694580078,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,Yes,1,66,3389,Attitude of support person
0233-FTHAV,1,United States,California,Livingston,95334,"37.361987, -120.748394",37.36198806762695,-120.7483901977539,Female,No,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765.0,No,0,49,5687,
0234-TEVTT,1,United States,California,Tulare,93274,"36.185471, -119.375243",36.18547058105469,-119.375244140625,Female,No,Yes,Yes,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.3,No,0,21,5269,
0235-KGSLC,1,United States,California,Buellton,93427,"34.631362, -120.238218",34.63136291503906,-120.23822021484375,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,Yes,1,86,3967,Moved
0236-HFWSV,1,United States,California,Palmdale,93552,"34.557711, -118.029441",34.55771255493164,-118.0294418334961,Male,No,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes,1,77,5264,Competitor offered higher download speeds
0237-YFUTL,1,United States,California,Midway City,92655,"33.744439, -117.98588",33.74443817138672,-117.98587799072266,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,No,0,21,4676,
0238-WHBIQ,1,United States,California,Folsom,95630,"38.672638, -121.147403",38.672637939453125,-121.14739990234375,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,No,0,50,4193,
0239-OXEXL,1,United States,California,Oakland,94619,"37.787186, -122.14633",37.78718566894531,-122.14633178710938,Female,No,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.25,3847.6,No,0,49,3509,
0244-LGNFY,1,United States,California,San Anselmo,94960,"37.99272, -122.575026",37.99272155761719,-122.57502746582031,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733.0,No,0,75,6342,
0247-SLUJI,1,United States,California,Duarte,91010,"34.145695, -117.95982",34.145694732666016,-117.95982360839844,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,No,0,43,2004,
0248-IPDFW,1,United States,California,Lake Elsinore,92530,"33.655421, -117.391751",33.65542221069336,-117.39175415039062,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,No,0,57,5617,
0248-PGHBZ,1,United States,California,San Clemente,92672,"33.429488, -117.609432",33.42948913574219,-117.60942840576172,Female,Yes,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,6140.85,No,0,80,5857,
0253-ZTEOB,1,United States,California,Los Angeles,90004,"34.076259, -118.310715",34.07625961303711,-118.31071472167969,Female,No,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,No,0,50,3246,
0254-FNMCI,1,United States,California,Downey,90241,"33.940884, -118.128628",33.94088363647461,-118.12863159179688,Female,No,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,No,0,37,5234,
0254-KCJGT,1,United States,California,Bodega Bay,94923,"38.377165, -123.037957",38.377166748046875,-123.03795623779297,Male,No,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,No,0,64,4628,
0254-WWRKD,1,United States,California,Challenge,95925,"39.461768, -121.195825",39.461769104003906,-121.1958236694336,Female,No,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),50.55,3431.75,No,0,51,5122,
0256-LTHVJ,1,United States,California,Ludlow,92338,"34.702766, -116.093376",34.70276641845703,-116.09337615966797,Female,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes,1,98,5201,Competitor had better devices
0257-KXZGU,1,United States,California,Santa Clara,95051,"37.348129, -121.98469",37.34812927246094,-121.98468780517578,Female,No,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,No,0,74,5442,
0257-ZESQC,1,United States,California,Perris,92571,"33.828289, -117.201666",33.82828903198242,-117.20166778564453,Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,Yes,1,99,4517,Lack of self-service on Website
0258-NOKBL,1,United States,California,Fortuna,95540,"40.584991, -124.121504",40.584991455078125,-124.12150573730469,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,No,0,61,5625,
0259-GBZSH,1,United States,California,San Diego,92122,"32.85723, -117.209774",32.85723114013672,-117.20977020263672,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,1,73,3878,Product dissatisfaction
0260-ZDLGK,1,United States,California,San Dimas,91773,"34.102119, -117.815532",34.10211944580078,-117.8155288696289,Female,No,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,Yes,1,65,3585,Competitor made better offer
0263-FJTQO,1,United States,California,Rescue,95672,"38.724322, -120.991237",38.72432327270508,-120.9912338256836,Male,No,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,No,0,60,4022,
0264-CNITK,1,United States,California,Clio,96106,"39.745805, -120.580882",39.74580383300781,-120.58087921142578,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1389.6,No,0,23,5043,
0265-EDXBD,1,United States,California,Mount Laguna,91948,"32.830852, -116.444601",32.83085250854492,-116.4446029663086,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,1,69,4105,Lack of self-service on Website
0265-PSUAE,1,United States,California,Lotus,95651,"38.815515, -120.916997",38.815513610839844,-120.91699981689453,Female,No,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,No,0,72,3337,
0266-CLZKZ,1,United States,California,San Marcos,92078,"33.119028, -117.166036",33.11902618408203,-117.1660385131836,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,0,59,6383,
0266-GMEAO,1,United States,California,Lompoc,93436,"34.601055, -120.382917",34.60105514526367,-120.38291931152344,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.3,8058.55,No,0,70,5879,
0268-QKIWO,1,United States,California,Pilot Hill,95664,"38.803731, -121.043799",38.80373001098633,-121.0438003540039,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,Yes,1,83,2647,Lack of affordable download/upload speed
0269-XFESX,1,United States,California,San Francisco,94133,"37.802071, -122.411004",37.80207061767578,-122.41100311279297,Male,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.35,538.5,No,0,30,4031,
0270-THENM,1,United States,California,Mission Hills,91345,"34.266389, -118.459744",34.266387939453125,-118.45974731445312,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.85,5102.35,No,0,77,6233,
0274-JKUJR,1,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.99452209472656,-118.14995574951172,Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,465.7,No,0,76,3332,
